Session,matchId,roundId,groupId,clientId,Gender,Topic,Grade,Siblings,Month,Year,Track,payoff,role,roleName,choice,choiceTime,equilibriumChoice,winningChoice
LILA-King-S11,12,0,1,11,Female,Math,7,2 or more,aug.,2006,ELD,40,2,Player 3,2,6121,1,1
LILA-King-S11,12,0,2,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,20,0,Player 1,2,6926,1,0
LILA-King-S11,12,0,2,2,Male,English,7,0,jan.,2006,ELD,20,2,Player 3,1,4332,0,0
LILA-King-S11,12,0,2,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,20,1,Player 2,0,7586,0,0
LILA-King-S11,12,0,3,4,Male,Math,7,2 or more,may.,2006,ELD,40,0,Player 1,0,4448,0,1
LILA-King-S11,12,0,3,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,40,2,Player 3,2,4604,1,1
LILA-King-S11,12,0,3,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,20,1,Player 2,0,8661,0,0
LILA-King-S11,13,0,0,2,Male,English,7,0,jan.,2006,ELD,20,0,Player 1,0,4635,0,0
LILA-King-S11,13,0,0,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,40,2,Player 3,1,4793,1,1
LILA-King-S11,13,0,1,3,Female,Art / Music,8,1,sep.,2005,SPED,40,2,Player 3,1,3997,1,1
LILA-King-S11,13,0,1,4,Male,Math,7,2 or more,may.,2006,ELD,20,1,Player 2,0,12328,0,0
LILA-King-S11,13,0,1,6,Male,History / Geography,7,1,jun.,2006,ELD,20,0,Player 1,1,12140,1,0
LILA-King-S11,13,0,2,1,Male,Science / Technology,7,2 or more,may.,2006,ELD,40,2,Player 3,1,4729,1,1
LILA-King-S11,13,0,2,5,Male,Science / Technology,7,1,dec.,2005,SPED,40,1,Player 2,1,5815,1,1
LILA-King-S11,13,0,2,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,20,0,Player 1,2,4766,0,0
LILA-King-S11,13,0,3,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,40,1,Player 2,0,7282,0,1
LILA-King-S11,13,0,3,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,20,2,Player 3,0,8453,0,0
LILA-King-S11,13,0,3,11,Female,Math,7,2 or more,aug.,2006,ELD,20,0,Player 1,2,19906,0,0
LILA-King-S11,14,0,0,4,Male,Math,7,2 or more,may.,2006,ELD,40,2,Player 3,0,4016,1,1
LILA-King-S11,14,0,0,6,Male,History / Geography,7,1,jun.,2006,ELD,20,1,Player 2,1,6357,0,0
LILA-King-S11,14,0,0,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,20,0,Player 1,2,16699,1,0
LILA-King-S11,14,0,1,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,20,2,Player 3,2,5818,0,0
LILA-King-S11,14,0,1,2,Male,English,7,0,jan.,2006,ELD,20,1,Player 2,0,3813,0,0
LILA-King-S11,14,0,1,3,Female,Art / Music,8,1,sep.,2005,SPED,40,0,Player 1,1,14099,0,1
LILA-King-S11,14,0,2,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,20,0,Player 1,1,5126,0,0
LILA-King-S11,14,0,2,11,Female,Math,7,2 or more,aug.,2006,ELD,40,1,Player 2,2,32456,1,1
LILA-King-S11,14,0,3,1,Male,Science / Technology,7,2 or more,may.,2006,ELD,20,0,Player 1,2,5119,1,0
LILA-King-S11,14,0,3,5,Male,Science / Technology,7,1,dec.,2005,SPED,40,2,Player 3,0,3795,1,1
LILA-King-S11,14,0,3,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,20,1,Player 2,0,7040,0,0
LILA-King-S11,15,0,0,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,20,0,Player 1,0,8324,1,0
LILA-King-S11,15,0,0,3,Female,Art / Music,8,1,sep.,2005,SPED,40,1,Player 2,1,13015,0,1
LILA-King-S11,15,0,0,6,Male,History / Geography,7,1,jun.,2006,ELD,20,2,Player 3,1,17584,0,0
LILA-King-S11,15,0,1,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,40,2,Player 3,2,10026,1,1
LILA-King-S11,15,0,1,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,20,1,Player 2,2,12866,0,0
LILA-King-S11,15,0,2,1,Male,Science / Technology,7,2 or more,may.,2006,ELD,20,1,Player 2,2,9147,0,0
LILA-King-S11,15,0,2,2,Male,English,7,0,jan.,2006,ELD,20,2,Player 3,1,2896,0,0
LILA-King-S11,15,0,2,5,Male,Science / Technology,7,1,dec.,2005,SPED,20,0,Player 1,0,10473,1,0
LILA-King-S11,15,0,3,4,Male,Math,7,2 or more,may.,2006,ELD,40,0,Player 1,2,6529,0,1
LILA-King-S11,15,0,3,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,20,1,Player 2,1,5286,0,0
LILA-King-S11,15,0,3,11,Female,Math,7,2 or more,aug.,2006,ELD,20,2,Player 3,0,5385,0,0
LILA-King-S11,16,0,0,5,Male,Science / Technology,7,1,dec.,2005,SPED,40,1,Player 2,0,7920,1,1
LILA-King-S11,16,0,0,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,40,0,Player 1,0,6704,1,1
LILA-King-S11,16,0,0,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,40,2,Player 3,0,4352,1,1
LILA-King-S11,16,0,1,1,Male,Science / Technology,7,2 or more,may.,2006,ELD,40,2,Player 3,0,3857,1,1
LILA-King-S11,16,0,1,11,Female,Math,7,2 or more,aug.,2006,ELD,20,0,Player 1,1,9575,0,0
LILA-King-S11,16,0,2,2,Male,English,7,0,jan.,2006,ELD,20,0,Player 1,1,3522,0,0
LILA-King-S11,16,0,2,3,Female,Art / Music,8,1,sep.,2005,SPED,40,2,Player 3,0,4620,1,1
LILA-King-S11,16,0,2,4,Male,Math,7,2 or more,may.,2006,ELD,40,1,Player 2,0,10487,1,1
LILA-King-S11,16,0,3,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,20,1,Player 2,2,6709,0,0
LILA-King-S11,16,0,3,6,Male,History / Geography,7,1,jun.,2006,ELD,20,0,Player 1,0,17451,1,0
LILA-King-S11,16,0,3,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,40,2,Player 3,0,19722,1,1
LILA-King-S11,17,0,0,1,Male,Science / Technology,7,2 or more,may.,2006,ELD,40,0,Player 1,1,14662,0,1
LILA-King-S11,17,0,0,4,Male,Math,7,2 or more,may.,2006,ELD,40,2,Player 3,2,9572,1,1
LILA-King-S11,17,0,0,6,Male,History / Geography,7,1,jun.,2006,ELD,20,1,Player 2,1,5664,0,0
LILA-King-S11,17,0,1,2,Male,English,7,0,jan.,2006,ELD,20,1,Player 2,2,3600,0,0
LILA-King-S11,17,0,1,5,Male,Science / Technology,7,1,dec.,2005,SPED,40,2,Player 3,2,4690,1,1
LILA-King-S11,17,0,1,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,40,0,Player 1,0,5171,0,1
LILA-King-S11,17,0,2,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,20,0,Player 1,2,19437,1,0
LILA-King-S11,17,0,2,11,Female,Math,7,2 or more,aug.,2006,ELD,20,1,Player 2,1,8478,0,0
LILA-King-S11,17,0,3,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,20,2,Player 3,1,25702,0,0
LILA-King-S11,17,0,3,3,Female,Art / Music,8,1,sep.,2005,SPED,20,0,Player 1,1,10795,0,0
LILA-King-S11,17,0,3,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,20,1,Player 2,2,8910,0,0
LILA-King-S11,18,0,0,4,Male,Math,7,2 or more,may.,2006,ELD,20,0,Player 1,1,5716,1,0
LILA-King-S11,18,0,0,6,Male,History / Geography,7,1,jun.,2006,ELD,20,2,Player 3,2,10511,0,0
LILA-King-S11,18,0,0,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,20,1,Player 2,1,31952,0,0
LILA-King-S11,18,0,1,1,Male,Science / Technology,7,2 or more,may.,2006,ELD,40,1,Player 2,0,7438,1,1
LILA-King-S11,18,0,1,5,Male,Science / Technology,7,1,dec.,2005,SPED,40,0,Player 1,1,8745,1,1
LILA-King-S11,18,0,1,11,Female,Math,7,2 or more,aug.,2006,ELD,40,2,Player 3,0,8037,1,1
LILA-King-S11,18,0,2,2,Male,English,7,0,jan.,2006,ELD,40,2,Player 3,0,2288,1,1
LILA-King-S11,18,0,2,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,20,1,Player 2,2,6263,0,0
LILA-King-S11,18,0,3,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,40,0,Player 1,0,5910,0,1
LILA-King-S11,18,0,3,3,Female,Art / Music,8,1,sep.,2005,SPED,20,1,Player 2,1,7782,0,0
LILA-King-S11,18,0,3,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,40,2,Player 3,0,6102,1,1
LILA-King-S11,19,0,0,2,Male,English,7,0,jan.,2006,ELD,40,0,Player 1,1,2379,1,1
LILA-King-S11,19,0,0,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,40,2,Player 3,1,6170,1,1
LILA-King-S11,19,0,1,1,Male,Science / Technology,7,2 or more,may.,2006,ELD,40,2,Player 3,1,5900,1,1
LILA-King-S11,19,0,1,4,Male,Math,7,2 or more,may.,2006,ELD,40,1,Player 2,2,4654,1,1
LILA-King-S11,19,0,1,11,Female,Math,7,2 or more,aug.,2006,ELD,20,0,Player 1,2,16405,0,0
LILA-King-S11,19,0,2,5,Male,Science / Technology,7,1,dec.,2005,SPED,40,1,Player 2,2,14936,1,1
LILA-King-S11,19,0,2,6,Male,History / Geography,7,1,jun.,2006,ELD,20,0,Player 1,0,16425,0,0
LILA-King-S11,19,0,2,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,40,2,Player 3,1,8617,1,1
LILA-King-S11,19,0,3,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,20,1,Player 2,0,11556,0,0
LILA-King-S11,19,0,3,3,Female,Art / Music,8,1,sep.,2005,SPED,40,2,Player 3,1,4157,1,1
LILA-King-S11,19,0,3,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,40,0,Player 1,0,4352,0,1
LILA-King-S11,20,0,0,4,Male,Math,7,2 or more,may.,2006,ELD,40,2,Player 3,2,4519,1,1
LILA-King-S11,20,0,0,9,Female,Science / Technology,8,2 or more,may.,2005,ELD,40,0,Player 1,2,4197,0,1
LILA-King-S11,20,0,0,11,Female,Math,7,2 or more,aug.,2006,ELD,20,1,Player 2,2,9929,0,0
LILA-King-S11,20,0,1,0,Female,History / Geography,8,2 or more,dec.,2004,ELD,40,2,Player 3,2,9174,1,1
LILA-King-S11,20,0,1,7,Male,History / Geography,7,2 or more,apr.,2006,ELD,20,1,Player 2,1,6960,0,0
LILA-King-S11,20,0,1,8,Female,Art / Music,7,2 or more,dec.,2005,ELD,40,0,Player 1,0,17902,0,1
LILA-King-S11,20,0,2,1,Male,Science / Technology,7,2 or more,may.,2006,ELD,20,0,Player 1,2,10782,0,0
LILA-King-S11,20,0,2,2,Male,English,7,0,jan.,2006,ELD,40,1,Player 2,0,2363,1,1
LILA-King-S11,20,0,2,5,Male,Science / Technology,7,1,dec.,2005,SPED,40,2,Player 3,2,4765,1,1
LILA-King-S11,20,0,3,3,Female,Art / Music,8,1,sep.,2005,SPED,20,0,Player 1,2,9546,0,0
LILA-King-S11,20,0,3,6,Male,History / Geography,7,1,jun.,2006,ELD,40,1,Player 2,0,14652,1,1
LILA-King-S12,3,0,0,4,Male,Math,6,2 or more,mar.,2007,Regular,20,0,Player 1,2,15204,1,0
LILA-King-S12,3,0,0,7,Male,History / Geography,6,0,jun.,2007,Regular,40,2,Player 3,2,9257,1,1
LILA-King-S12,3,0,0,10,Female,Art / Music,7,1,apr.,2004,SPED,20,1,Player 2,0,14339,0,0
LILA-King-S12,3,0,1,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,20,1,Player 2,0,56971,0,0
LILA-King-S12,3,0,1,9,Male,Science / Technology,6,0,aug.,2007,Regular,40,0,Player 1,0,140869,0,1
LILA-King-S12,3,0,1,11,Male,History / Geography,7,1,feb.,2006,SPED,20,2,Player 3,1,38230,0,0
LILA-King-S12,3,0,2,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,20,0,Player 1,2,79156,1,0
LILA-King-S12,3,0,2,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,20,1,Player 2,0,35306,0,0
LILA-King-S12,3,0,3,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,40,0,Player 1,1,45044,0,1
LILA-King-S12,3,0,3,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,2,Player 3,0,11742,0,0
LILA-King-S12,3,0,3,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,20,1,Player 2,2,18931,0,0
LILA-King-S12,4,0,0,9,Male,Science / Technology,6,0,aug.,2007,Regular,20,1,Player 2,0,14682,0,0
LILA-King-S12,4,0,0,10,Female,Art / Music,7,1,apr.,2004,SPED,20,2,Player 3,2,20238,0,0
LILA-King-S12,4,0,0,11,Male,History / Geography,7,1,feb.,2006,SPED,20,0,Player 1,2,21788,0,0
LILA-King-S12,4,0,1,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,1,Player 2,2,41668,0,0
LILA-King-S12,4,0,1,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,40,2,Player 3,1,53150,1,1
LILA-King-S12,4,0,2,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,1,Player 2,1,28083,1,1
LILA-King-S12,4,0,2,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,2,Player 3,1,12828,1,1
LILA-King-S12,4,0,2,7,Male,History / Geography,6,0,jun.,2007,Regular,20,0,Player 1,2,40871,0,0
LILA-King-S12,4,0,3,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,0,Player 1,0,26626,0,0
LILA-King-S12,4,0,3,4,Male,Math,6,2 or more,mar.,2007,Regular,40,1,Player 2,1,29265,1,1
LILA-King-S12,4,0,3,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,40,2,Player 3,1,5641,1,1
LILA-King-S12,5,0,0,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,40,2,Player 3,0,29611,1,1
LILA-King-S12,5,0,0,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,40,0,Player 1,2,36972,1,1
LILA-King-S12,5,0,0,7,Male,History / Geography,6,0,jun.,2007,Regular,40,1,Player 2,2,81213,1,1
LILA-King-S12,5,0,1,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,1,Player 2,1,19751,0,0
LILA-King-S12,5,0,1,9,Male,Science / Technology,6,0,aug.,2007,Regular,40,2,Player 3,0,9848,1,1
LILA-King-S12,5,0,1,10,Female,Art / Music,7,1,apr.,2004,SPED,20,0,Player 1,1,5854,0,0
LILA-King-S12,5,0,2,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,2,Player 3,0,24247,1,1
LILA-King-S12,5,0,2,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,20,0,Player 1,0,50028,0,0
LILA-King-S12,5,0,2,11,Male,History / Geography,7,1,feb.,2006,SPED,20,1,Player 2,0,10782,0,0
LILA-King-S12,5,0,3,4,Male,Math,6,2 or more,mar.,2007,Regular,40,2,Player 3,0,20805,1,1
LILA-King-S12,5,0,3,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,0,Player 1,2,26521,1,1
LILA-King-S12,6,0,0,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,0,Player 1,1,32646,0,0
LILA-King-S12,6,0,0,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,40,1,Player 2,0,9444,1,1
LILA-King-S12,6,0,1,7,Male,History / Geography,6,0,jun.,2007,Regular,40,2,Player 3,2,6417,1,1
LILA-King-S12,6,0,1,9,Male,Science / Technology,6,0,aug.,2007,Regular,20,0,Player 1,1,54603,0,0
LILA-King-S12,6,0,1,10,Female,Art / Music,7,1,apr.,2004,SPED,20,1,Player 2,1,7821,0,0
LILA-King-S12,6,0,2,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,20,0,Player 1,0,55386,1,0
LILA-King-S12,6,0,2,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,40,2,Player 3,2,9563,1,1
LILA-King-S12,6,0,2,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,20,1,Player 2,2,80355,0,0
LILA-King-S12,6,0,3,4,Male,Math,6,2 or more,mar.,2007,Regular,40,0,Player 1,0,21679,1,1
LILA-King-S12,6,0,3,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,20,1,Player 2,0,27395,1,0
LILA-King-S12,6,0,3,11,Male,History / Geography,7,1,feb.,2006,SPED,20,2,Player 3,0,18434,0,0
LILA-King-S12,7,0,0,4,Male,Math,6,2 or more,mar.,2007,Regular,40,1,Player 2,0,22054,1,1
LILA-King-S12,7,0,0,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,2,Player 3,0,9694,1,1
LILA-King-S12,7,0,1,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,20,1,Player 2,1,30326,0,0
LILA-King-S12,7,0,1,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,40,2,Player 3,0,4344,1,1
LILA-King-S12,7,0,1,11,Male,History / Geography,7,1,feb.,2006,SPED,20,0,Player 1,1,12974,0,0
LILA-King-S12,7,0,2,7,Male,History / Geography,6,0,jun.,2007,Regular,20,0,Player 1,1,20512,0,0
LILA-King-S12,7,0,2,9,Male,Science / Technology,6,0,aug.,2007,Regular,20,1,Player 2,0,30249,1,0
LILA-King-S12,7,0,2,10,Female,Art / Music,7,1,apr.,2004,SPED,20,2,Player 3,2,4859,0,0
LILA-King-S12,7,0,3,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,1,Player 2,2,16749,0,0
LILA-King-S12,7,0,3,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,0,Player 1,2,32932,0,0
LILA-King-S12,7,0,3,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,40,2,Player 3,0,29297,1,1
LILA-King-S12,8,0,0,4,Male,Math,6,2 or more,mar.,2007,Regular,40,2,Player 3,2,11612,1,1
LILA-King-S12,8,0,0,10,Female,Art / Music,7,1,apr.,2004,SPED,20,0,Player 1,1,7187,0,0
LILA-King-S12,8,0,1,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,1,Player 2,1,19038,0,0
LILA-King-S12,8,0,1,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,40,0,Player 1,1,19984,0,1
LILA-King-S12,8,0,1,9,Male,Science / Technology,6,0,aug.,2007,Regular,40,2,Player 3,2,6123,1,1
LILA-King-S12,8,0,2,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,2,Player 3,0,18693,0,0
LILA-King-S12,8,0,2,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,20,0,Player 1,2,11543,1,0
LILA-King-S12,8,0,2,7,Male,History / Geography,6,0,jun.,2007,Regular,40,1,Player 2,2,13458,0,1
LILA-King-S12,8,0,3,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,2,Player 3,2,7697,1,1
LILA-King-S12,8,0,3,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,20,0,Player 1,2,12488,1,0
LILA-King-S12,8,0,3,11,Male,History / Geography,7,1,feb.,2006,SPED,20,1,Player 2,2,7783,0,0
LILA-King-S12,9,0,0,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,0,Player 1,1,8424,1,1
LILA-King-S12,9,0,0,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,40,1,Player 2,0,6361,1,1
LILA-King-S12,9,0,0,7,Male,History / Geography,6,0,jun.,2007,Regular,40,2,Player 3,0,4750,1,1
LILA-King-S12,9,0,1,4,Male,Math,6,2 or more,mar.,2007,Regular,20,0,Player 1,1,14202,1,0
LILA-King-S12,9,0,1,10,Female,Art / Music,7,1,apr.,2004,SPED,20,1,Player 2,2,8384,0,0
LILA-King-S12,9,0,2,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,0,Player 1,0,15672,0,0
LILA-King-S12,9,0,2,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,40,1,Player 2,2,21241,0,1
LILA-King-S12,9,0,2,11,Male,History / Geography,7,1,feb.,2006,SPED,20,2,Player 3,2,3902,0,0
LILA-King-S12,9,0,3,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,40,2,Player 3,0,5853,1,1
LILA-King-S12,9,0,3,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,20,1,Player 2,2,9045,0,0
LILA-King-S12,9,0,3,9,Male,Science / Technology,6,0,aug.,2007,Regular,20,0,Player 1,1,13721,1,0
LILA-King-S12,10,0,0,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,2,Player 3,1,7776,1,1
LILA-King-S12,10,0,0,9,Male,Science / Technology,6,0,aug.,2007,Regular,40,1,Player 2,2,20247,1,1
LILA-King-S12,10,0,1,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,1,Player 2,1,15774,0,0
LILA-King-S12,10,0,1,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,40,2,Player 3,1,3649,1,1
LILA-King-S12,10,0,1,7,Male,History / Geography,6,0,jun.,2007,Regular,40,0,Player 1,2,24177,0,1
LILA-King-S12,10,0,2,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,1,Player 2,1,11240,0,1
LILA-King-S12,10,0,2,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,0,Player 1,0,7895,0,0
LILA-King-S12,10,0,2,10,Female,Art / Music,7,1,apr.,2004,SPED,20,2,Player 3,2,8022,0,0
LILA-King-S12,10,0,3,4,Male,Math,6,2 or more,mar.,2007,Regular,40,1,Player 2,2,15300,1,1
LILA-King-S12,10,0,3,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,40,2,Player 3,1,20838,1,1
LILA-King-S12,10,0,3,11,Male,History / Geography,7,1,feb.,2006,SPED,40,0,Player 1,1,9847,1,1
LILA-King-S12,11,0,0,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,40,2,Player 3,2,12542,1,1
LILA-King-S12,11,0,0,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,0,Player 1,1,11658,1,1
LILA-King-S12,11,0,0,7,Male,History / Geography,6,0,jun.,2007,Regular,40,1,Player 2,0,13217,1,1
LILA-King-S12,11,0,1,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,2,Player 3,2,7653,1,1
LILA-King-S12,11,0,1,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,1,Player 2,2,7709,0,0
LILA-King-S12,11,0,1,10,Female,Art / Music,7,1,apr.,2004,SPED,20,0,Player 1,0,5563,0,0
LILA-King-S12,11,0,2,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,20,0,Player 1,1,8905,1,0
LILA-King-S12,11,0,2,9,Male,Science / Technology,6,0,aug.,2007,Regular,40,2,Player 3,2,6058,1,1
LILA-King-S12,11,0,2,11,Male,History / Geography,7,1,feb.,2006,SPED,20,1,Player 2,2,12526,0,0
LILA-King-S12,11,0,3,4,Male,Math,6,2 or more,mar.,2007,Regular,40,2,Player 3,2,5409,1,1
LILA-King-S12,11,0,3,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,20,0,Player 1,2,19073,0,0
LILA-King-S12,12,0,0,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,0,Player 1,2,13850,1,0
LILA-King-S12,12,0,0,10,Female,Art / Music,7,1,apr.,2004,SPED,20,1,Player 2,0,4365,0,0
LILA-King-S12,12,0,1,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,20,0,Player 1,0,8441,0,0
LILA-King-S12,12,0,1,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,40,1,Player 2,1,7519,1,1
LILA-King-S12,12,0,1,7,Male,History / Geography,6,0,jun.,2007,Regular,40,2,Player 3,2,3672,1,1
LILA-King-S12,12,0,2,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,40,2,Player 3,2,4419,1,1
LILA-King-S12,12,0,2,4,Male,Math,6,2 or more,mar.,2007,Regular,20,0,Player 1,2,14619,1,0
LILA-King-S12,12,0,2,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,20,1,Player 2,0,23290,0,0
LILA-King-S12,12,0,3,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,1,Player 2,1,14341,1,1
LILA-King-S12,12,0,3,9,Male,Science / Technology,6,0,aug.,2007,Regular,20,0,Player 1,0,7017,0,0
LILA-King-S12,12,0,3,11,Male,History / Geography,7,1,feb.,2006,SPED,40,2,Player 3,2,77776,1,1
LILA-King-S12,13,0,0,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,0,Player 1,0,11536,0,0
LILA-King-S12,13,0,0,4,Male,Math,6,2 or more,mar.,2007,Regular,40,1,Player 2,1,14258,1,1
LILA-King-S12,13,0,0,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,40,2,Player 3,1,6524,1,1
LILA-King-S12,13,0,1,7,Male,History / Geography,6,0,jun.,2007,Regular,20,0,Player 1,2,24577,0,0
LILA-King-S12,13,0,1,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,20,2,Player 3,2,51195,0,0
LILA-King-S12,13,0,1,9,Male,Science / Technology,6,0,aug.,2007,Regular,20,1,Player 2,1,15425,1,0
LILA-King-S12,13,0,2,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,1,Player 2,2,14934,0,1
LILA-King-S12,13,0,2,10,Female,Art / Music,7,1,apr.,2004,SPED,20,2,Player 3,2,4581,0,0
LILA-King-S12,13,0,2,11,Male,History / Geography,7,1,feb.,2006,SPED,20,0,Player 1,1,4886,1,0
LILA-King-S12,13,0,3,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,1,Player 2,0,13494,0,0
LILA-King-S12,13,0,3,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,2,Player 3,1,4088,1,1
LILA-King-S12,14,0,0,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,2,Player 3,0,17066,1,1
LILA-King-S12,14,0,0,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,20,1,Player 2,1,7941,0,0
LILA-King-S12,14,0,0,6,Male,History / Geography,6,2 or more,dec.,2006,Regular,20,0,Player 1,2,9576,1,0
LILA-King-S12,14,0,1,4,Male,Math,6,2 or more,mar.,2007,Regular,40,2,Player 3,0,14026,1,1
LILA-King-S12,14,0,1,10,Female,Art / Music,7,1,apr.,2004,SPED,40,0,Player 1,1,5953,0,1
LILA-King-S12,14,0,1,11,Male,History / Geography,7,1,feb.,2006,SPED,20,1,Player 2,0,10657,0,0
LILA-King-S12,14,0,2,1,Female,Science / Technology,6,2 or more,may.,2007,Regular,20,2,Player 3,1,8050,0,0
LILA-King-S12,14,0,2,7,Male,History / Geography,6,0,jun.,2007,Regular,20,1,Player 2,2,16492,1,0
LILA-King-S12,14,0,2,8,Female,Art / Music,6,2 or more,oct.,2007,Regular,20,0,Player 1,1,7922,0,0
LILA-King-S12,14,0,3,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,0,Player 1,2,11578,1,1
LILA-King-S12,14,0,3,9,Male,Science / Technology,6,0,aug.,2007,Regular,40,2,Player 3,0,4468,1,1
LILA-King-S12,15,0,0,0,Female,History / Geography,6,2 or more,apr.,2007,Regular,40,0,Player 1,0,12970,1,1
LILA-King-S12,15,0,0,5,Female,Art / Music,6,2 or more,nov.,2007,Regular,40,1,Player 2,0,12212,1,1
LILA-King-S12,15,0,1,2,Female,Science / Technology,7,2 or more,nov.,2006,SPED,40,2,Player 3,2,4502,1,1
