Session,matchId,roundId,groupId,clientId,Gender,Topic,Grade,Siblings,Month,Year,Magnet,Track,payoff,role,roleName,choice,choiceTime,equilibriumChoice,winningChoice
LILA-KingA-S10,1,0,2,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,0,Player 1,1,16399,TRUE,TRUE
LILA-KingA-S10,1,0,0,0,Male,Math,6,0,jan.,2008,GATE,Regular,20,0,Player 1,2,30843,FALSE,FALSE
LILA-KingA-S10,1,0,0,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,1,Player 2,1,9565,TRUE,TRUE
LILA-KingA-S10,1,0,1,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,1,Player 2,2,45889,FALSE,FALSE
LILA-KingA-S10,1,0,2,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,40,1,Player 2,1,16296,TRUE,TRUE
LILA-KingA-S10,1,0,1,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,20,2,Player 3,0,11750,FALSE,FALSE
LILA-KingA-S10,2,0,0,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,20,0,Player 1,0,8541,FALSE,FALSE
LILA-KingA-S10,2,0,1,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,1,Player 2,2,14877,TRUE,TRUE
LILA-KingA-S10,2,0,1,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,0,Player 1,2,24236,TRUE,TRUE
LILA-KingA-S10,2,0,2,8,Female,Math,6,1,jan.,2008,GATE,Regular,40,0,Player 1,2,28023,TRUE,TRUE
LILA-KingA-S10,2,0,1,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,40,2,Player 3,0,6556,TRUE,TRUE
LILA-KingA-S10,2,0,0,1,Female,Math,6,1,feb.,2008,GATE,Regular,40,2,Player 3,0,12229,TRUE,TRUE
LILA-KingA-S10,2,0,2,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,2,Player 3,0,4981,TRUE,TRUE
LILA-KingA-S10,2,0,2,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,1,Player 2,2,9396,TRUE,TRUE
LILA-KingA-S10,2,0,0,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,1,Player 2,2,30277,TRUE,TRUE
LILA-KingA-S10,3,0,0,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,20,1,Player 2,2,7549,FALSE,FALSE
LILA-KingA-S10,3,0,0,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,2,Player 3,2,4983,TRUE,TRUE
LILA-KingA-S10,3,0,2,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,20,1,Player 2,1,12092,FALSE,FALSE
LILA-KingA-S10,3,0,1,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,2,Player 3,2,11172,TRUE,TRUE
LILA-KingA-S10,3,0,2,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,40,0,Player 1,2,59586,FALSE,TRUE
LILA-KingA-S10,3,0,2,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,2,Player 3,2,6062,TRUE,TRUE
LILA-KingA-S10,3,0,0,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,20,0,Player 1,0,12416,TRUE,FALSE
LILA-KingA-S10,3,0,1,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,0,Player 1,2,36889,FALSE,FALSE
LILA-KingA-S10,3,0,1,8,Female,Math,6,1,jan.,2008,GATE,Regular,40,1,Player 2,0,18109,TRUE,TRUE
LILA-KingA-S10,4,0,2,0,Male,Math,6,0,jan.,2008,GATE,Regular,20,0,Player 1,2,13068,FALSE,FALSE
LILA-KingA-S10,4,0,2,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,1,Player 2,2,12544,FALSE,FALSE
LILA-KingA-S10,4,0,0,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,0,Player 1,0,20327,TRUE,TRUE
LILA-KingA-S10,4,0,1,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,0,Player 1,0,32139,TRUE,TRUE
LILA-KingA-S10,4,0,1,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,1,Player 2,0,7377,TRUE,TRUE
LILA-KingA-S10,4,0,0,1,Female,Math,6,1,feb.,2008,GATE,Regular,40,1,Player 2,0,19922,TRUE,TRUE
LILA-KingA-S10,4,0,1,8,Female,Math,6,1,jan.,2008,GATE,Regular,40,2,Player 3,0,8963,TRUE,TRUE
LILA-KingA-S10,4,0,2,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,2,Player 3,0,4587,TRUE,TRUE
LILA-KingA-S10,4,0,0,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,2,Player 3,0,5956,TRUE,TRUE
LILA-KingA-S10,5,0,2,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,1,Player 2,0,8204,TRUE,TRUE
LILA-KingA-S10,5,0,1,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,1,Player 2,0,7584,TRUE,TRUE
LILA-KingA-S10,5,0,1,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,0,Player 1,1,25430,FALSE,FALSE
LILA-KingA-S10,5,0,1,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,40,2,Player 3,2,8426,TRUE,TRUE
LILA-KingA-S10,5,0,0,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,20,0,Player 1,0,9862,FALSE,FALSE
LILA-KingA-S10,5,0,0,1,Female,Math,6,1,feb.,2008,GATE,Regular,40,2,Player 3,2,46534,TRUE,TRUE
LILA-KingA-S10,5,0,2,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,0,Player 1,2,10050,TRUE,TRUE
LILA-KingA-S10,5,0,2,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,2,Player 3,2,5555,TRUE,TRUE
LILA-KingA-S10,5,0,0,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,1,Player 2,0,10501,TRUE,TRUE
LILA-KingA-S10,6,0,2,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,0,Player 1,1,15251,TRUE,TRUE
LILA-KingA-S10,6,0,1,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,1,Player 2,2,6792,FALSE,FALSE
LILA-KingA-S10,6,0,2,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,1,Player 2,0,5980,TRUE,TRUE
LILA-KingA-S10,6,0,0,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,1,Player 2,0,17284,TRUE,TRUE
LILA-KingA-S10,6,0,0,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,2,Player 3,0,6646,TRUE,TRUE
LILA-KingA-S10,6,0,0,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,0,Player 1,2,13390,FALSE,FALSE
LILA-KingA-S10,6,0,1,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,2,Player 3,0,26455,TRUE,TRUE
LILA-KingA-S10,6,0,2,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,2,Player 3,0,5802,TRUE,TRUE
LILA-KingA-S10,6,0,1,1,Female,Math,6,1,feb.,2008,GATE,Regular,40,0,Player 1,2,14136,FALSE,TRUE
LILA-KingA-S10,7,0,1,8,Female,Math,6,1,jan.,2008,GATE,Regular,40,2,Player 3,1,7374,TRUE,TRUE
LILA-KingA-S10,7,0,2,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,2,Player 3,1,6770,TRUE,TRUE
LILA-KingA-S10,7,0,1,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,0,Player 1,1,15946,TRUE,TRUE
LILA-KingA-S10,7,0,0,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,2,Player 3,1,7571,TRUE,TRUE
LILA-KingA-S10,7,0,0,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,20,0,Player 1,1,9527,TRUE,FALSE
LILA-KingA-S10,7,0,2,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,0,Player 1,1,9959,TRUE,TRUE
LILA-KingA-S10,7,0,2,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,1,Player 2,2,10116,TRUE,TRUE
LILA-KingA-S10,7,0,1,1,Female,Math,6,1,feb.,2008,GATE,Regular,40,1,Player 2,2,52640,TRUE,TRUE
LILA-KingA-S10,7,0,0,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,1,Player 2,1,25712,FALSE,FALSE
LILA-KingA-S10,8,0,0,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,1,Player 2,0,7134,TRUE,TRUE
LILA-KingA-S10,8,0,2,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,1,Player 2,0,27152,TRUE,TRUE
LILA-KingA-S10,8,0,1,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,20,1,Player 2,0,26300,TRUE,FALSE
LILA-KingA-S10,8,0,1,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,2,Player 3,0,18146,FALSE,FALSE
LILA-KingA-S10,8,0,2,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,40,2,Player 3,2,3995,TRUE,TRUE
LILA-KingA-S10,8,0,2,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,0,Player 1,0,15953,FALSE,FALSE
LILA-KingA-S10,8,0,0,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,0,Player 1,1,19824,TRUE,TRUE
LILA-KingA-S10,8,0,1,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,0,Player 1,1,6777,TRUE,TRUE
LILA-KingA-S10,8,0,0,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,2,Player 3,2,3862,TRUE,TRUE
LILA-KingA-S10,9,0,1,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,2,Player 3,2,5604,TRUE,TRUE
LILA-KingA-S10,9,0,0,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,2,Player 3,2,7879,TRUE,TRUE
LILA-KingA-S10,9,0,0,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,0,Player 1,2,11369,TRUE,TRUE
LILA-KingA-S10,9,0,1,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,0,Player 1,0,10365,FALSE,FALSE
LILA-KingA-S10,9,0,2,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,1,Player 2,2,6491,FALSE,FALSE
LILA-KingA-S10,9,0,1,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,1,Player 2,1,7481,TRUE,TRUE
LILA-KingA-S10,9,0,0,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,1,Player 2,1,11761,TRUE,TRUE
LILA-KingA-S10,9,0,2,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,0,Player 1,0,27001,FALSE,FALSE
LILA-KingA-S10,9,0,2,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,2,Player 3,2,20541,TRUE,TRUE
LILA-KingA-S10,10,0,1,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,1,Player 2,0,8662,FALSE,FALSE
LILA-KingA-S10,10,0,0,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,2,Player 3,2,7936,FALSE,FALSE
LILA-KingA-S10,10,0,1,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,2,Player 3,1,15569,TRUE,TRUE
LILA-KingA-S10,10,0,2,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,2,Player 3,1,4140,TRUE,TRUE
LILA-KingA-S10,10,0,0,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,0,Player 1,1,10736,TRUE,TRUE
LILA-KingA-S10,10,0,0,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,20,1,Player 2,1,10006,TRUE,FALSE
LILA-KingA-S10,10,0,2,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,20,0,Player 1,1,17116,TRUE,FALSE
LILA-KingA-S10,10,0,1,0,Male,Math,6,0,jan.,2008,GATE,Regular,20,0,Player 1,1,11135,TRUE,FALSE
LILA-KingA-S10,10,0,2,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,1,Player 2,2,23040,FALSE,FALSE
LILA-KingA-S10,11,0,1,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,40,2,Player 3,0,15757,TRUE,TRUE
LILA-KingA-S10,11,0,2,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,2,Player 3,0,7388,TRUE,TRUE
LILA-KingA-S10,11,0,1,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,20,0,Player 1,0,11255,FALSE,FALSE
LILA-KingA-S10,11,0,0,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,0,Player 1,2,14702,TRUE,TRUE
LILA-KingA-S10,11,0,1,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,1,Player 2,2,8408,TRUE,TRUE
LILA-KingA-S10,11,0,2,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,1,Player 2,2,11212,TRUE,TRUE
LILA-KingA-S10,11,0,0,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,1,Player 2,2,10409,TRUE,TRUE
LILA-KingA-S10,11,0,0,1,Female,Math,6,1,feb.,2008,GATE,Regular,40,2,Player 3,0,14619,TRUE,TRUE
LILA-KingA-S10,11,0,2,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,0,Player 1,1,7700,FALSE,FALSE
LILA-KingA-S10,12,0,0,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,20,1,Player 2,2,6730,FALSE,FALSE
LILA-KingA-S10,12,0,1,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,2,Player 3,2,4497,TRUE,TRUE
LILA-KingA-S10,12,0,0,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,2,Player 3,2,16145,TRUE,TRUE
LILA-KingA-S10,12,0,2,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,2,Player 3,2,4511,TRUE,TRUE
LILA-KingA-S10,12,0,0,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,20,0,Player 1,0,8018,TRUE,FALSE
LILA-KingA-S10,12,0,1,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,0,Player 1,2,22492,FALSE,FALSE
LILA-KingA-S10,12,0,2,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,1,Player 2,2,10277,FALSE,FALSE
LILA-KingA-S10,12,0,1,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,20,1,Player 2,2,8114,FALSE,FALSE
LILA-KingA-S10,12,0,2,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,0,Player 1,2,22582,FALSE,FALSE
LILA-KingA-S10,13,0,0,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,1,Player 2,2,16982,FALSE,FALSE
LILA-KingA-S10,13,0,2,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,20,0,Player 1,0,7873,TRUE,FALSE
LILA-KingA-S10,13,0,0,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,20,0,Player 1,0,17596,TRUE,FALSE
LILA-KingA-S10,13,0,1,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,0,Player 1,0,41698,TRUE,TRUE
LILA-KingA-S10,13,0,1,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,20,1,Player 2,0,10854,TRUE,FALSE
LILA-KingA-S10,13,0,2,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,1,Player 2,2,6050,FALSE,FALSE
LILA-KingA-S10,13,0,1,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,2,Player 3,2,5632,FALSE,FALSE
LILA-KingA-S10,13,0,0,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,2,Player 3,0,6389,TRUE,TRUE
LILA-KingA-S10,13,0,2,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,2,Player 3,0,9834,TRUE,TRUE
LILA-KingA-S10,14,0,2,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,40,2,Player 3,2,4695,TRUE,TRUE
LILA-KingA-S10,14,0,2,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,1,Player 2,0,6912,TRUE,TRUE
LILA-KingA-S10,14,0,1,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,1,Player 2,0,13037,TRUE,TRUE
LILA-KingA-S10,14,0,1,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,2,Player 3,2,3380,TRUE,TRUE
LILA-KingA-S10,14,0,0,1,Female,Math,6,1,feb.,2008,GATE,Regular,40,2,Player 3,2,5461,TRUE,TRUE
LILA-KingA-S10,14,0,1,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,0,Player 1,1,11672,FALSE,FALSE
LILA-KingA-S10,14,0,2,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,0,Player 1,2,10731,TRUE,TRUE
LILA-KingA-S10,14,0,0,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,20,0,Player 1,0,6685,FALSE,FALSE
LILA-KingA-S10,14,0,0,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,1,Player 2,0,14748,TRUE,TRUE
LILA-KingA-S10,15,0,0,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,40,2,Player 3,0,4188,TRUE,TRUE
LILA-KingA-S10,15,0,1,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,2,Player 3,0,8104,TRUE,TRUE
LILA-KingA-S10,15,0,2,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,2,Player 3,0,6760,TRUE,TRUE
LILA-KingA-S10,15,0,1,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,0,Player 1,1,9081,TRUE,TRUE
LILA-KingA-S10,15,0,2,1,Female,Math,6,1,feb.,2008,GATE,Regular,40,0,Player 1,1,28099,TRUE,TRUE
LILA-KingA-S10,15,0,0,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,0,Player 1,2,25660,FALSE,FALSE
LILA-KingA-S10,15,0,0,8,Female,Math,6,1,jan.,2008,GATE,Regular,20,1,Player 2,1,12211,FALSE,FALSE
LILA-KingA-S10,15,0,2,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,1,Player 2,0,13102,TRUE,TRUE
LILA-KingA-S10,15,0,1,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,1,Player 2,0,16231,TRUE,TRUE
LILA-KingA-S10,16,0,1,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,1,Player 2,2,9010,TRUE,TRUE
LILA-KingA-S10,16,0,2,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,20,0,Player 1,1,16581,TRUE,FALSE
LILA-KingA-S10,16,0,0,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,1,Player 2,1,17370,FALSE,FALSE
LILA-KingA-S10,16,0,2,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,20,1,Player 2,0,11637,FALSE,FALSE
LILA-KingA-S10,16,0,1,8,Female,Math,6,1,jan.,2008,GATE,Regular,40,2,Player 3,1,4822,TRUE,TRUE
LILA-KingA-S10,16,0,0,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,2,Player 3,1,6551,TRUE,TRUE
LILA-KingA-S10,16,0,2,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,40,2,Player 3,1,3486,TRUE,TRUE
LILA-KingA-S10,16,0,1,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,0,Player 1,1,16001,TRUE,TRUE
LILA-KingA-S10,16,0,0,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,20,0,Player 1,1,14113,TRUE,FALSE
LILA-KingA-S10,17,0,1,5,Female,Science / Technology,6,1,feb.,2008,GATE,Regular,40,0,Player 1,1,11899,TRUE,TRUE
LILA-KingA-S10,17,0,2,6,Male,History / Geography,6,2 or more,may,2008,GATE,Regular,20,1,Player 2,0,6648,TRUE,FALSE
LILA-KingA-S10,17,0,0,3,Female,Art / Music,6,2 or more,dec.,2007,GATE,Regular,40,1,Player 2,0,12500,TRUE,TRUE
LILA-KingA-S10,17,0,0,2,Female,Art / Music,6,0,jan.,2008,GATE,Regular,20,0,Player 1,2,13278,FALSE,FALSE
LILA-KingA-S10,17,0,1,0,Male,Math,6,0,jan.,2008,GATE,Regular,40,1,Player 2,0,5930,TRUE,TRUE
LILA-KingA-S10,17,0,1,4,Female,Art / Music,6,1,mar.,2008,GATE,Regular,40,2,Player 3,2,3757,TRUE,TRUE
LILA-KingA-S10,17,0,2,1,Female,Math,6,1,feb.,2008,GATE,Regular,20,2,Player 3,0,11850,FALSE,FALSE
LILA-KingA-S10,17,0,2,8,Female,Math,6,1,jan.,2008,GATE,Regular,40,0,Player 1,1,8773,TRUE,TRUE
LILA-KingA-S10,17,0,0,7,Female,Art / Music,6,0,apr.,2008,GATE,Regular,40,2,Player 3,2,10080,TRUE,TRUE
LILA-KingA-S11,0,0,1,4,Female,English,6,0,jan.,2008,GATE,Regular,40,0,Player 1,2,32305,TRUE,TRUE
LILA-KingA-S11,0,0,2,10,Male,Math,6,1,apr.,2008,GATE,Regular,20,0,Player 1,1,23405,FALSE,FALSE
LILA-KingA-S11,0,0,3,1,Male,Math,6,2 or more,jun.,2008,GATE,Regular,40,0,Player 1,1,15006,FALSE,TRUE
LILA-KingA-S11,0,0,0,7,Male,Math,6,1,feb.,2008,GATE,Regular,40,0,Player 1,1,17607,FALSE,TRUE
LILA-KingA-S11,0,0,1,6,Female,Art / Music,6,0,may,2008,GATE,Regular,40,2,Player 3,2,22135,TRUE,TRUE
LILA-KingA-S11,0,0,2,9,Female,Art / Music,6,2 or more,nov.,2007,GATE,Regular,40,2,Player 3,2,29043,TRUE,TRUE
LILA-KingA-S11,0,0,0,11,Female,Math,6,1,jun.,2008,GATE,Regular,20,1,Player 2,2,53250,FALSE,FALSE
LILA-KingA-S11,0,0,2,8,Female,Science / Technology,6,2 or more,aug.,2008,GATE,Regular,40,1,Player 2,1,24025,TRUE,TRUE
LILA-KingA-S11,0,0,1,5,Male,Art / Music,6,0,jul.,2008,GATE,Regular,40,1,Player 2,1,35170,TRUE,TRUE
LILA-KingA-S11,0,0,3,2,Male,Science / Technology,6,2 or more,may,2008,GATE,Regular,20,1,Player 2,2,75793,FALSE,FALSE
LILA-KingA-S11,0,0,0,0,Male,History / Geography,6,1,mar.,2008,GATE,Regular,40,2,Player 3,2,13901,TRUE,TRUE
LILA-KingA-S11,0,0,3,3,Male,Math,6,0,jul.,2008,GATE,Regular,20,2,Player 3,0,11683,FALSE,FALSE
LILA-KingA-S11,1,0,1,0,Male,History / Geography,6,1,mar.,2008,GATE,Regular,40,0,Player 1,1,10357,TRUE,TRUE
LILA-KingA-S11,1,0,0,4,Female,English,6,0,jan.,2008,GATE,Regular,40,1,Player 2,1,25328,TRUE,TRUE
LILA-KingA-S11,1,0,2,3,Male,Math,6,0,jul.,2008,GATE,Regular,20,0,Player 1,1,28526,TRUE,FALSE
LILA-KingA-S11,1,0,0,9,Female,Art / Music,6,2 or more,nov.,2007,GATE,Regular,40,0,Player 1,1,17564,TRUE,TRUE
LILA-KingA-S11,1,0,3,6,Female,Art / Music,6,0,may,2008,GATE,Regular,20,0,Player 1,1,26427,TRUE,FALSE
LILA-KingA-S11,1,0,2,7,Male,Math,6,1,feb.,2008,GATE,Regular,20,1,Player 2,0,30319,FALSE,FALSE
LILA-KingA-S11,1,0,1,1,Male,Math,6,2 or more,jun.,2008,GATE,Regular,40,1,Player 2,1,18388,TRUE,TRUE
LILA-KingA-S11,1,0,3,10,Male,Math,6,1,apr.,2008,GATE,Regular,20,1,Player 2,0,11930,FALSE,FALSE
LILA-KingA-S11,1,0,1,8,Female,Science / Technology,6,2 or more,aug.,2008,GATE,Regular,40,2,Player 3,1,4387,TRUE,TRUE
LILA-KingA-S11,1,0,0,5,Male,Art / Music,6,0,jul.,2008,GATE,Regular,40,2,Player 3,1,8496,TRUE,TRUE
LILA-KingA-S11,1,0,2,2,Male,Science / Technology,6,2 or more,may,2008,GATE,Regular,40,2,Player 3,1,32293,TRUE,TRUE
LILA-KingA-S11,1,0,3,11,Female,Math,6,1,jun.,2008,GATE,Regular,40,2,Player 3,1,10061,TRUE,TRUE
LILA-KingA-S11,2,0,0,1,Male,Math,6,2 or more,jun.,2008,GATE,Regular,40,2,Player 3,0,7207,TRUE,TRUE
LILA-KingA-S11,2,0,0,2,Male,Science / Technology,6,2 or more,may,2008,GATE,Regular,40,0,Player 1,2,22009,TRUE,TRUE
LILA-KingA-S11,2,0,2,3,Male,Math,6,0,jul.,2008,GATE,Regular,40,1,Player 2,2,25182,TRUE,TRUE
LILA-KingA-S11,2,0,0,0,Male,History / Geography,6,1,mar.,2008,GATE,Regular,40,1,Player 2,2,8592,TRUE,TRUE
LILA-KingA-S11,2,0,3,6,Female,Art / Music,6,0,may,2008,GATE,Regular,40,1,Player 2,1,19167,FALSE,TRUE
LILA-KingA-S11,2,0,2,7,Male,Math,6,1,feb.,2008,GATE,Regular,40,2,Player 3,0,5120,TRUE,TRUE
LILA-KingA-S11,2,0,3,10,Male,Math,6,1,apr.,2008,GATE,Regular,20,2,Player 3,2,12767,FALSE,FALSE
LILA-KingA-S11,2,0,1,4,Female,English,6,0,jan.,2008,GATE,Regular,40,2,Player 3,0,14964,TRUE,TRUE
LILA-KingA-S11,2,0,1,5,Male,Art / Music,6,0,jul.,2008,GATE,Regular,40,0,Player 1,2,38493,TRUE,TRUE
LILA-KingA-S11,2,0,2,11,Female,Math,6,1,jun.,2008,GATE,Regular,40,0,Player 1,2,22636,TRUE,TRUE
LILA-KingA-S11,2,0,1,9,Female,Art / Music,6,2 or more,nov.,2007,GATE,Regular,40,1,Player 2,2,12005,TRUE,TRUE
LILA-KingA-S11,2,0,3,8,Female,Science / Technology,6,2 or more,aug.,2008,GATE,Regular,40,0,Player 1,0,10156,FALSE,TRUE
LILA-KingA-S11,3,0,1,5,Male,Art / Music,6,0,jul.,2008,GATE,Regular,40,1,Player 2,0,10643,TRUE,TRUE
LILA-KingA-S11,3,0,3,11,Female,Math,6,1,jun.,2008,GATE,Regular,20,1,Player 2,2,6522,FALSE,FALSE
LILA-KingA-S11,3,0,0,2,Male,Science / Technology,6,2 or more,may,2008,GATE,Regular,40,1,Player 2,0,18884,TRUE,TRUE
LILA-KingA-S11,3,0,0,1,Male,Math,6,2 or more,jun.,2008,GATE,Regular,20,0,Player 1,1,11704,FALSE,FALSE
LILA-KingA-S11,3,0,0,9,Female,Art / Music,6,2 or more,nov.,2007,GATE,Regular,40,2,Player 3,2,12905,TRUE,TRUE
LILA-KingA-S11,3,0,2,3,Male,Math,6,0,jul.,2008,GATE,Regular,40,2,Player 3,2,5937,TRUE,TRUE
LILA-KingA-S11,3,0,3,0,Male,History / Geography,6,1,mar.,2008,GATE,Regular,40,2,Player 3,2,7013,TRUE,TRUE
LILA-KingA-S11,3,0,1,6,Female,Art / Music,6,0,may,2008,GATE,Regular,40,2,Player 3,2,10026,TRUE,TRUE
LILA-KingA-S11,3,0,3,7,Male,Math,6,1,feb.,2008,GATE,Regular,20,0,Player 1,0,14103,TRUE,FALSE
LILA-KingA-S11,3,0,2,10,Male,Math,6,1,apr.,2008,GATE,Regular,20,0,Player 1,2,5764,FALSE,FALSE
LILA-KingA-S11,3,0,1,4,Female,English,6,0,jan.,2008,GATE,Regular,20,0,Player 1,1,14287,FALSE,FALSE
