,roleType,Campus,SessionName,Session code,clientId,matchId,groupId,role,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,choice11,choice12,centiPayoff,gender,grade,birth_year,birth_month,birth_day,younger_siblings,older_siblings,school_topics
1316,blue,Burbank,S13,e0ijwre7,7,3,1,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,7,2006,October,3,No,Yes,Literature
1317,orange,Burbank,S13,e0ijwre7,4,3,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,October,10,No,No,History
1318,orange,Burbank,S13,e0ijwre7,8,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,graduate,2001,September,9,Yes,No,Sciences &amp; Technology
1319,blue,Burbank,S13,e0ijwre7,6,4,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,11,Yes,No,Languages
1320,orange,Burbank,S13,e0ijwre7,5,4,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,March,5,Yes,No,Math
1321,orange,Burbank,S13,e0ijwre7,3,4,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,September,25,No,No,Art &amp; Music
1322,blue,Burbank,S13,e0ijwre7,2,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,6,2007,April,16,No,No,Art &amp; Music
1323,blue,Burbank,S13,e0ijwre7,1,4,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,20,No,No,Art &amp; Music
1324,blue,Burbank,S13,e0ijwre7,7,4,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,October,3,No,Yes,Literature
1325,orange,Burbank,S13,e0ijwre7,4,4,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,October,10,No,No,History
1326,orange,Burbank,S13,e0ijwre7,8,5,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,graduate,2001,September,9,Yes,No,Sciences &amp; Technology
1327,blue,Burbank,S13,e0ijwre7,6,5,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,7,2006,November,11,Yes,No,Languages
1328,orange,Burbank,S13,e0ijwre7,5,5,2,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2007,March,5,Yes,No,Math
1329,orange,Burbank,S13,e0ijwre7,3,5,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,September,25,No,No,Art &amp; Music
1330,blue,Burbank,S13,e0ijwre7,2,5,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,April,16,No,No,Art &amp; Music
1331,blue,Burbank,S13,e0ijwre7,1,5,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,20,No,No,Art &amp; Music
1332,blue,Burbank,S13,e0ijwre7,7,5,2,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,7,2006,October,3,No,Yes,Literature
1333,orange,Burbank,S13,e0ijwre7,4,5,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,October,10,No,No,History
1334,orange,Burbank,S13,    e0ijwre7,8,6,2,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,graduate,2001,September,9,Yes,No,Sciences &amp; Technology
1335,blue,Burbank,S13,    e0ijwre7,6,6,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,11,Yes,No,Languages
1336,orange,Burbank,S13,    e0ijwre7,5,6,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,March,5,Yes,No,Math
1337,orange,Burbank,S13,    e0ijwre7,3,6,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,September,25,No,No,Art &amp; Music
1338,blue,Burbank,S13,    e0ijwre7,2,6,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,6,2007,April,16,No,No,Art &amp; Music
1339,blue,Burbank,S13,    e0ijwre7,1,6,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,7,2006,November,20,No,No,Art &amp; Music
1340,blue,Burbank,S13,    e0ijwre7,7,6,2,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,7,2006,October,3,No,Yes,Literature
1341,orange,Burbank,S13,    e0ijwre7,4,6,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,October,10,No,No,History
1342,orange,Burbank,S13,    e0ijwre7,8,7,4,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,graduate,2001,September,9,Yes,No,Sciences &amp; Technology
1343,blue,Burbank,S13,    e0ijwre7,6,7,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,11,Yes,No,Languages
1344,orange,Burbank,S13,    e0ijwre7,5,7,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,March,5,Yes,No,Math
1345,orange,Burbank,S13,    e0ijwre7,3,7,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,September,25,No,No,Art &amp; Music
1346,blue,Burbank,S13,    e0ijwre7,2,7,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,April,16,No,No,Art &amp; Music
1347,blue,Burbank,S13,    e0ijwre7,1,7,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,November,20,No,No,Art &amp; Music
1348,blue,Burbank,S13,    e0ijwre7,7,7,4,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,7,2006,October,3,No,Yes,Literature
1349,orange,Burbank,S13,    e0ijwre7,4,7,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,October,10,No,No,History
1350,orange,Burbank,S14,q0mu7l6i,10,3,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,7,2006,February,20,No,Yes,History
1351,blue,Burbank,S14,q0mu7l6i,9,3,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,7,2006,August,4,No,No,Math
1352,orange,Burbank,S14,q0mu7l6i,8,3,3,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,7,2006,February,3,No,No,Art &amp; Music
1353,orange,Burbank,S14,q0mu7l6i,7,3,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,7,2005,November,14,No,Yes,Art &amp; Music
1354,blue,Burbank,S14,q0mu7l6i,6,3,1,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,7,2006,May,11,No,No,Math
1355,blue,Burbank,S14,q0mu7l6i,5,3,4,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,7,2006,June,17,No,Yes,Art &amp; Music
1356,blue,Burbank,S14,q0mu7l6i,4,3,3,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,7,2006,March,1,No,Yes,Art &amp; Music
1357,orange,Burbank,S14,q0mu7l6i,3,3,4,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,7,2006,May,5,Yes,Yes,Math
1358,blue,Burbank,S14,q0mu7l6i,2,3,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2005,November,8,No,No,Art &amp; Music
1359,orange,Burbank,S14,q0mu7l6i,1,3,1,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,7,2005,December,18,Yes,Yes,Math
1360,orange,Burbank,S14,q0mu7l6i,10,4,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,February,20,No,Yes,History
1361,blue,Burbank,S14,q0mu7l6i,9,4,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,August,4,No,No,Math
1362,orange,Burbank,S14,q0mu7l6i,8,4,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,February,3,No,No,Art &amp; Music
1363,orange,Burbank,S14,q0mu7l6i,7,4,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2005,November,14,No,Yes,Art &amp; Music
1364,blue,Burbank,S14,q0mu7l6i,6,4,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,May,11,No,No,Math
1365,blue,Burbank,S14,q0mu7l6i,5,4,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,June,17,No,Yes,Art &amp; Music
1366,blue,Burbank,S14,q0mu7l6i,4,4,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,March,1,No,Yes,Art &amp; Music
1367,orange,Burbank,S14,q0mu7l6i,3,4,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,May,5,Yes,Yes,Math
1368,blue,Burbank,S14,q0mu7l6i,2,4,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2005,November,8,No,No,Art &amp; Music
1369,orange,Burbank,S14,q0mu7l6i,1,4,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2005,December,18,Yes,Yes,Math
1370,orange,Burbank,S14,q0mu7l6i,10,5,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,February,20,No,Yes,History
1371,blue,Burbank,S14,q0mu7l6i,9,5,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,August,4,No,No,Math
1372,orange,Burbank,S14,q0mu7l6i,8,5,1,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,7,2006,February,3,No,No,Art &amp; Music
1373,orange,Burbank,S14,q0mu7l6i,7,5,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,7,2005,November,14,No,Yes,Art &amp; Music
1374,blue,Burbank,S14,q0mu7l6i,6,5,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,May,11,No,No,Math
1375,blue,Burbank,S14,q0mu7l6i,5,5,5,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,7,2006,June,17,No,Yes,Art &amp; Music
1376,blue,Burbank,S14,q0mu7l6i,4,5,1,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,7,2006,March,1,No,Yes,Art &amp; Music
1377,orange,Burbank,S14,q0mu7l6i,3,5,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,May,5,Yes,Yes,Math
1378,blue,Burbank,S14,q0mu7l6i,2,5,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,7,2005,November,8,No,No,Art &amp; Music
1379,orange,Burbank,S14,q0mu7l6i,1,5,5,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,7,2005,December,18,Yes,Yes,Math
1380,orange,Burbank,S14,    q0mu7l6i,10,6,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,February,20,No,Yes,History
1381,blue,Burbank,S14,    q0mu7l6i,9,6,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,7,2006,August,4,No,No,Math
1382,orange,Burbank,S14,    q0mu7l6i,8,6,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,7,2006,February,3,No,No,Art &amp; Music
1383,orange,Burbank,S14,    q0mu7l6i,7,6,5,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,7,2005,November,14,No,Yes,Art &amp; Music
1384,blue,Burbank,S14,    q0mu7l6i,6,6,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,May,11,No,No,Math
1385,blue,Burbank,S14,    q0mu7l6i,5,6,2,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,7,2006,June,17,No,Yes,Art &amp; Music
1386,blue,Burbank,S14,    q0mu7l6i,4,6,5,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,7,2006,March,1,No,Yes,Art &amp; Music
1387,orange,Burbank,S14,    q0mu7l6i,3,6,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,May,5,Yes,Yes,Math
1388,blue,Burbank,S14,    q0mu7l6i,2,6,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,7,2005,November,8,No,No,Art &amp; Music
1389,orange,Burbank,S14,    q0mu7l6i,1,6,2,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,7,2005,December,18,Yes,Yes,Math
1390,orange,Burbank,S14,    q0mu7l6i,10,7,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,February,20,No,Yes,History
1391,blue,Burbank,S14,    q0mu7l6i,9,7,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,August,4,No,No,Math
1392,orange,Burbank,S14,    q0mu7l6i,8,7,4,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,7,2006,February,3,No,No,Art &amp; Music
1393,orange,Burbank,S14,    q0mu7l6i,7,7,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2005,November,14,No,Yes,Art &amp; Music
1394,blue,Burbank,S14,    q0mu7l6i,6,7,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,7,2006,May,11,No,No,Math
1395,blue,Burbank,S14,    q0mu7l6i,5,7,4,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,7,2006,June,17,No,Yes,Art &amp; Music
1396,blue,Burbank,S14,    q0mu7l6i,4,7,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,March,1,No,Yes,Art &amp; Music
1397,orange,Burbank,S14,    q0mu7l6i,3,7,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,May,5,Yes,Yes,Math
1398,blue,Burbank,S14,    q0mu7l6i,2,7,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,7,2005,November,8,No,No,Art &amp; Music
1399,orange,Burbank,S14,    q0mu7l6i,1,7,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,7,2005,December,18,Yes,Yes,Math
1400,orange,Burbank,S15,83w8cfmu,9,3,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,6,2007,October,3,Yes,No,History
1401,blue,Burbank,S15,83w8cfmu,8,3,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,March,28,Yes,Yes,Languages
1402,blue,Burbank,S15,83w8cfmu,6,3,1,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2007,August,24,Yes,No,Literature
1403,orange,Burbank,S15,83w8cfmu,5,3,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,May,20,Yes,No,Sciences &amp; Technology
1404,orange,Burbank,S15,83w8cfmu,3,3,5,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,November,15,Yes,Yes,History
1405,blue,Burbank,S15,83w8cfmu,10,3,4,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2007,July,9,Yes,No,Literature
1406,orange,Burbank,S15,83w8cfmu,7,3,1,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,March,3,No,No,Art &amp; Music
1407,blue,Burbank,S15,83w8cfmu,4,3,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,6,2006,December,12,Yes,No,Languages
1408,orange,Burbank,S15,83w8cfmu,2,3,4,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,6,2007,February,10,Yes,Yes,Art &amp; Music
1409,blue,Burbank,S15,83w8cfmu,1,3,5,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2007,January,24,Yes,No,Math
1410,orange,Burbank,S15,83w8cfmu,9,4,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,October,3,Yes,No,History
1411,blue,Burbank,S15,83w8cfmu,8,4,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,March,28,Yes,Yes,Languages
1412,blue,Burbank,S15,83w8cfmu,6,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,August,24,Yes,No,Literature
1413,orange,Burbank,S15,83w8cfmu,5,4,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,May,20,Yes,No,Sciences &amp; Technology
1414,orange,Burbank,S15,83w8cfmu,3,4,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,November,15,Yes,Yes,History
1415,blue,Burbank,S15,83w8cfmu,10,4,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,July,9,Yes,No,Literature
1416,orange,Burbank,S15,83w8cfmu,7,4,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,March,3,No,No,Art &amp; Music
1417,blue,Burbank,S15,83w8cfmu,4,4,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2006,December,12,Yes,No,Languages
1418,orange,Burbank,S15,83w8cfmu,2,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,February,10,Yes,Yes,Art &amp; Music
1419,blue,Burbank,S15,83w8cfmu,1,4,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,January,24,Yes,No,Math
1420,orange,Burbank,S15,83w8cfmu,9,5,1,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,6,2007,October,3,Yes,No,History
1421,blue,Burbank,S15,83w8cfmu,8,5,3,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,March,28,Yes,Yes,Languages
1422,blue,Burbank,S15,83w8cfmu,6,5,1,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,August,24,Yes,No,Literature
1423,orange,Burbank,S15,83w8cfmu,5,5,3,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,6,2007,May,20,Yes,No,Sciences &amp; Technology
1424,orange,Burbank,S15,83w8cfmu,3,5,2,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2007,November,15,Yes,Yes,History
1425,blue,Burbank,S15,83w8cfmu,10,5,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,July,9,Yes,No,Literature
1426,orange,Burbank,S15,83w8cfmu,7,5,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,March,3,No,No,Art &amp; Music
1427,blue,Burbank,S15,83w8cfmu,4,5,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,6,2006,December,12,Yes,No,Languages
1428,orange,Burbank,S15,83w8cfmu,2,5,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,6,2007,February,10,Yes,Yes,Art &amp; Music
1429,blue,Burbank,S15,83w8cfmu,1,5,2,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,January,24,Yes,No,Math
1430,orange,Burbank,S15,    83w8cfmu,9,6,1,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,October,3,Yes,No,History
1431,blue,Burbank,S15,    83w8cfmu,8,6,2,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,6,2007,March,28,Yes,Yes,Languages
1432,blue,Burbank,S15,    83w8cfmu,6,6,1,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,August,24,Yes,No,Literature
1433,orange,Burbank,S15,    83w8cfmu,5,6,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,May,20,Yes,No,Sciences &amp; Technology
1434,orange,Burbank,S15,    83w8cfmu,3,6,4,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,November,15,Yes,Yes,History
1435,blue,Burbank,S15,    83w8cfmu,10,6,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,July,9,Yes,No,Literature
1436,orange,Burbank,S15,    83w8cfmu,7,6,2,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,6,2007,March,3,No,No,Art &amp; Music
1437,blue,Burbank,S15,    83w8cfmu,4,6,4,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2006,December,12,Yes,No,Languages
1438,orange,Burbank,S15,    83w8cfmu,2,6,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,February,10,Yes,Yes,Art &amp; Music
1439,blue,Burbank,S15,    83w8cfmu,1,6,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,January,24,Yes,No,Math
1440,orange,Burbank,S15,    83w8cfmu,9,7,5,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,6,2007,October,3,Yes,No,History
1441,blue,Burbank,S15,    83w8cfmu,8,7,4,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,March,28,Yes,Yes,Languages
1442,blue,Burbank,S15,    83w8cfmu,6,7,5,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,August,24,Yes,No,Literature
1443,orange,Burbank,S15,    83w8cfmu,5,7,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,6,2007,May,20,Yes,No,Sciences &amp; Technology
1444,orange,Burbank,S15,    83w8cfmu,3,7,4,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2007,November,15,Yes,Yes,History
1445,blue,Burbank,S15,    83w8cfmu,10,7,3,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,July,9,Yes,No,Literature
1446,orange,Burbank,S15,    83w8cfmu,7,7,1,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,March,3,No,No,Art &amp; Music
1447,blue,Burbank,S15,    83w8cfmu,4,7,1,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,6,2006,December,12,Yes,No,Languages
1448,orange,Burbank,S15,    83w8cfmu,2,7,3,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,6,2007,February,10,Yes,Yes,Art &amp; Music
1449,blue,Burbank,S15,    83w8cfmu,1,7,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,6,2007,January,24,Yes,No,Math
1450,orange,Burbank,S16,fxvek7ad,12,3,2,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,M,10,2003,December,15,Yes,No,Sciences &amp; Technology
1451,orange,Burbank,S16,fxvek7ad,11,3,1,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,10,2003,July,15,Yes,No,Art &amp; Music
1452,orange,Burbank,S16,fxvek7ad,10,3,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,10,2003,April,20,No,Yes,Languages
1453,blue,Burbank,S16,fxvek7ad,9,3,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,10,2003,November,15,No,Yes,Literature
1454,orange,Burbank,S16,fxvek7ad,8,3,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,10,2002,December,23,No,Yes,History
1455,blue,Burbank,S16,fxvek7ad,7,3,2,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,F,10,2003,December,21,No,Yes,Art &amp; Music
1456,blue,Burbank,S16,fxvek7ad,6,3,3,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,10,2003,September,20,No,Yes,Sciences &amp; Technology
1457,blue,Burbank,S16,fxvek7ad,5,3,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,September,15,No,No,Math
1458,blue,Burbank,S16,fxvek7ad,4,3,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,May,9,Yes,Yes,Literature
1459,orange,Burbank,S16,fxvek7ad,3,3,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,10,2003,July,27,No,Yes,Literature
1460,blue,Burbank,S16,fxvek7ad,2,3,1,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,10,2003,March,20,No,No,History
1461,orange,Burbank,S16,fxvek7ad,1,3,3,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,10,2003,July,21,No,Yes,Literature
1462,orange,Burbank,S16,fxvek7ad,12,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,10,2003,December,15,Yes,No,Sciences &amp; Technology
1463,orange,Burbank,S16,fxvek7ad,11,4,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,10,2003,July,15,Yes,No,Art &amp; Music
1464,orange,Burbank,S16,fxvek7ad,10,4,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,April,20,No,Yes,Languages
1465,blue,Burbank,S16,fxvek7ad,9,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,10,2003,November,15,No,Yes,Literature
1466,orange,Burbank,S16,fxvek7ad,8,4,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2002,December,23,No,Yes,History
1467,blue,Burbank,S16,fxvek7ad,7,4,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2003,December,21,No,Yes,Art &amp; Music
1468,blue,Burbank,S16,fxvek7ad,6,4,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,10,2003,September,20,No,Yes,Sciences &amp; Technology
1469,blue,Burbank,S16,fxvek7ad,5,4,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,10,2003,September,15,No,No,Math
1470,blue,Burbank,S16,fxvek7ad,4,4,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,10,2003,May,9,Yes,Yes,Literature
1471,orange,Burbank,S16,fxvek7ad,3,4,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,July,27,No,Yes,Literature
1472,blue,Burbank,S16,fxvek7ad,2,4,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,10,2003,March,20,No,No,History
1473,orange,Burbank,S16,fxvek7ad,1,4,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,July,21,No,Yes,Literature
1474,orange,Burbank,S16,fxvek7ad,12,5,5,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,10,2003,December,15,Yes,No,Sciences &amp; Technology
1475,orange,Burbank,S16,fxvek7ad,11,5,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,10,2003,July,15,Yes,No,Art &amp; Music
1476,orange,Burbank,S16,fxvek7ad,10,5,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2003,April,20,No,Yes,Languages
1477,blue,Burbank,S16,fxvek7ad,9,5,6,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,10,2003,November,15,No,Yes,Literature
1478,orange,Burbank,S16,fxvek7ad,8,5,6,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,10,2002,December,23,No,Yes,History
1479,blue,Burbank,S16,fxvek7ad,7,5,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,December,21,No,Yes,Art &amp; Music
1480,blue,Burbank,S16,fxvek7ad,6,5,5,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,10,2003,September,20,No,Yes,Sciences &amp; Technology
1481,blue,Burbank,S16,fxvek7ad,5,5,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,10,2003,September,15,No,No,Math
